7793.270403223097, 0.00494734759110095, 0, minus30
7623.696612716501, 0.005308638345533664, 0, minus30_to_plus30
7457.8125787484205, 0.005884526221850319, 0, plus30
13359.683771152395, 0.02076591479957911, 1, minus30
12144.926880894614, 0.01690583857745347, 1, minus30_to_plus30
11968.107396572323, 0.015671498602337047, 1, plus30
18857.221700304926, 0.03704789881678347, 2, minus30
20070.01840258611, 0.036643251658639645, 2, minus30_to_plus30
18926.489305603292, 0.026050655677514748, 2, plus30
27509.990844888438, 0.052355933188793904, 3, minus30
28747.410206490717, 0.06431802629192429, 3, minus30_to_plus30
28328.87312527458, 0.05647771370047487, 3, plus30
51686.34191283236, 0.0755651360693732, 4, minus30
50192.28214761568, 0.09695868943218884, 4, minus30_to_plus30
48031.7779044042, 0.07765351323056796, 4, plus30
73492.33368080553, 0.07715668287288051, 5, minus30
70071.4978809686, 0.1340979860733306, 5, minus30_to_plus30
72688.37636361986, 0.06886095217279035, 5, plus30
139606.1204686576, 0.08966030766716843, 6, minus30
137070.0828123987, 0.12078992820102735, 6, minus30_to_plus30
139095.18674535945, 0.06004631005789239, 6, plus30
182451.1045118795, 0.07741004186998739, 7, minus30
179794.77643924387, 0.1404868965202604, 7, minus30_to_plus30
179794.77643924425, 0.06473888725999032, 7, plus30
292792.87865770777, 0.07525741025759679, 8, minus30
287474.10206490714, 0.10530533060674307, 8, minus30_to_plus30
300404.89589395863, 0.01829807466015762, 8, plus30
514971.7903782023, 0.09854153727019449, 9, minus30
562341.3251903491, 0.09798880708182654, 9, minus30_to_plus30
509338.3410334447, 0.026848788322072287, 9, plus30
779327.0403223097, 0.10794336525121057, 10, minus30
802525.0525479042, 0.081435363374636, 10, minus30_to_plus30
790840.991594812, 0.01906513084402119, 10, plus30
